DATE & TIME,LATITUDE,LONGITUDE,DEPTH (KM),MAGNITUDE,LOCATION,DATE,TIME,CATEGORY,AREA,PROVINCE
26 January 2023 - 04:32 AM,17.13,121.52,8.0,1.4,010 km N 83° W of Roxas (Isabela),26 January 2023,04:32 AM,Scarcely Perceptible,Roxas,Isabela
26 January 2023 - 04:31 AM,18.08,120.43,29.0,2.0,010 km N 43° W of Currimao (Ilocos Norte),26 January 2023,04:31 AM,Slightly Felt,Currimao,Ilocos Norte
26 January 2023 - 01:56 AM,7.99,123.57,34.0,1.7,005 km N 26° W of Aurora (Zamboanga Del Sur),26 January 2023,01:56 AM,Scarcely Perceptible,Aurora,Zamboanga Del Sur
26 January 2023 - 01:33 AM,11.25,124.54,1.0,2.4,007 km N 21° W of Kananga (Leyte),26 January 2023,01:33 AM,Slightly Felt,Kananga,Leyte
26 January 2023 - 12:52 AM,13.66,120.62,76.0,1.5,019 km S 03° W of Calatagan (Batangas),26 January 2023,12:52 AM,Scarcely Perceptible,Calatagan,Batangas
26 January 2023 - 12:27 AM,15.11,122.38,27.0,4.3,043 km N 23° E of Patnanungan (Quezon),26 January 2023,12:27 AM,Moderately Strong,Patnanungan,Quezon
25 January 2023 - 11:59 PM,4.71,124.98,60.0,3.0,092 km S 33° W of Balut Island (Municipality Of Sarangani) (Davao Occidental),25 January 2023,11:59 PM,Weak,Balut Island,Municipality Of Sarangani
25 January 2023 - 11:47 PM,17.43,120.95,10.0,2.2,004 km S 44° E of Daguioman (Abra),25 January 2023,11:47 PM,Slightly Felt,Daguioman,Abra
25 January 2023 - 11:36 PM,9.12,126.61,15.0,2.8,040 km N 64° E of Bayabas (Surigao Del Sur),25 January 2023,11:36 PM,Slightly Felt,Bayabas,Surigao Del Sur
25 January 2023 - 10:25 PM,9.7,126.29,19.0,2.3,017 km S 58° E of General Luna (Surigao Del Norte),25 January 2023,10:25 PM,Slightly Felt,General Luna,Surigao Del Norte
25 January 2023 - 09:09 PM,9.32,126.44,34.0,1.9,028 km N 79° E of Cortes (Surigao Del Sur),25 January 2023,09:09 PM,Scarcely Perceptible,Cortes,Surigao Del Sur
25 January 2023 - 08:54 PM,9.81,126.37,10.0,2.5,024 km N 83° E of General Luna (Surigao Del Norte),25 January 2023,08:54 PM,Slightly Felt,General Luna,Surigao Del Norte
25 January 2023 - 06:06 PM,5.79,126.04,119.0,3.0,045 km S 73° E of Jose Abad Santos (Davao Occidental),25 January 2023,06:06 PM,Weak,Jose Abad Santos,Davao Occidental
25 January 2023 - 04:02 PM,6.8,126.21,22.0,2.7,017 km S 01° W of City Of Mati (Davao Oriental),25 January 2023,04:02 PM,Slightly Felt,City Of Mati,Davao Oriental
25 January 2023 - 02:57 PM,4.6,125.94,140.0,3.4,107 km S 33° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),25 January 2023,02:57 PM,Weak,Balut Island,Municipality Of Sarangani
25 January 2023 - 01:58 PM,5.59,126.77,33.0,2.5,129 km S 74° E of Jose Abad Santos (Davao Occidental),25 January 2023,01:58 PM,Slightly Felt,Jose Abad Santos,Davao Occidental
25 January 2023 - 12:54 PM,15.13,120.4,175.0,3.2,016 km N 66° W of Porac (Pampanga),25 January 2023,12:54 PM,Weak,Porac,Pampanga
25 January 2023 - 12:30 PM,9.12,126.58,10.0,2.1,036 km N 63° E of Bayabas (Surigao Del Sur),25 January 2023,12:30 PM,Slightly Felt,Bayabas,Surigao Del Sur
25 January 2023 - 11:35 AM,9.14,126.65,12.0,4.0,045 km N 65° E of Bayabas (Surigao Del Sur),25 January 2023,11:35 AM,Moderately Strong,Bayabas,Surigao Del Sur
25 January 2023 - 10:19 AM,9.54,121.86,12.0,2.8,069 km S 84° W of Hinoba-an (Negros Occidental),25 January 2023,10:19 AM,Slightly Felt,Hinoba-an,Negros Occidental
25 January 2023 - 10:08 AM,14.12,120.49,117.0,1.9,016 km N 73° W of Nasugbu (Batangas),25 January 2023,10:08 AM,Scarcely Perceptible,Nasugbu,Batangas
25 January 2023 - 10:08 AM,9.5,121.92,8.0,3.3,061 km S 80° W of Hinoba-an (Negros Occidental),25 January 2023,10:08 AM,Weak,Hinoba-an,Negros Occidental
25 January 2023 - 08:44 AM,2.98,126.55,1.0,3.9,296 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),25 January 2023,08:44 AM,Weak,Balut Island,Municipality Of Sarangani
25 January 2023 - 07:50 AM,14.15,120.44,114.0,2.1,022 km N 67° W of Nasugbu (Batangas),25 January 2023,07:50 AM,Slightly Felt,Nasugbu,Batangas
25 January 2023 - 04:18 AM,2.93,126.65,107.0,4.6,307 km S 26° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),25 January 2023,04:18 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
25 January 2023 - 04:12 AM,2.58,126.52,5.0,4.2,336 km S 21° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),25 January 2023,04:12 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
25 January 2023 - 03:25 AM,7.26,128.46,68.0,2.6,210 km S 88° E of Caraga (Davao Oriental),25 January 2023,03:25 AM,Slightly Felt,Caraga,Davao Oriental
25 January 2023 - 03:16 AM,12.54,118.44,39.0,3.2,169 km N 75° W of Busuanga (Palawan),25 January 2023,03:16 AM,Weak,Busuanga,Palawan
25 January 2023 - 02:53 AM,10.4,125.94,19.0,3.1,045 km S 32° E of Homonhon Island (Guiuan) (Eastern Samar),25 January 2023,02:53 AM,Weak,Homonhon Island,Guiuan
25 January 2023 - 12:55 AM,4.51,125.85,149.0,2.9,110 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),25 January 2023,12:55 AM,Slightly Felt,Balut Island,Municipality Of Sarangani
25 January 2023 - 12:10 AM,3.81,128.63,63.0,5.1,395 km S 62° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),25 January 2023,12:10 AM,Strong,Sarangani Island,Municipality Of Sarangani
24 January 2023 - 11:47 PM,7.65,126.47,6.0,2.2,013 km N 48° W of Baganga (Davao Oriental),24 January 2023,11:47 PM,Slightly Felt,Baganga,Davao Oriental
24 January 2023 - 10:27 PM,8.47,126.66,15.0,2.2,038 km N 72° E of Hinatuan (Surigao Del Sur),24 January 2023,10:27 PM,Slightly Felt,Hinatuan,Surigao Del Sur
24 January 2023 - 09:33 PM,16.97,120.51,88.0,1.8,008 km N 59° E of Tagudin (Ilocos Sur),24 January 2023,09:33 PM,Scarcely Perceptible,Tagudin,Ilocos Sur
24 January 2023 - 09:13 PM,6.46,125.94,127.0,2.5,026 km S 34° W of Governor Generoso (Davao Oriental),24 January 2023,09:13 PM,Slightly Felt,Governor Generoso,Davao Oriental
24 January 2023 - 09:11 PM,2.86,126.61,32.0,4.4,311 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,09:11 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 07:21 PM,6.04,126.34,38.0,2.5,074 km S 76° E of Don Marcelino (Davao Occidental),24 January 2023,07:21 PM,Slightly Felt,Don Marcelino,Davao Occidental
24 January 2023 - 06:47 PM,13.69,120.24,69.0,1.8,039 km N 38° W of Paluan (Occidental Mindoro),24 January 2023,06:47 PM,Scarcely Perceptible,Paluan,Occidental Mindoro
24 January 2023 - 05:45 PM,9.93,124.0,1.0,3.2,004 km S 38° W of Clarin (Bohol),24 January 2023,05:45 PM,Weak,Clarin,Bohol
24 January 2023 - 04:19 PM,15.39,119.75,24.0,2.2,018 km S 73° W of Palauig (Zambales),24 January 2023,04:19 PM,Slightly Felt,Palauig,Zambales
24 January 2023 - 03:31 PM,6.7,124.42,20.0,2.2,011 km S 79° W of Esperanza (Sultan Kudarat),24 January 2023,03:31 PM,Slightly Felt,Esperanza,Sultan Kudarat
24 January 2023 - 02:31 PM,13.81,120.61,120.0,3.4,004 km S 40° W of Calatagan (Batangas),24 January 2023,02:31 PM,Weak,Calatagan,Batangas
24 January 2023 - 12:02 PM,2.98,126.79,103.0,4.4,309 km S 29° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,12:02 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 10:54 AM,8.67,126.69,13.0,2.4,045 km S 71° E of Marihatag (Surigao Del Sur),24 January 2023,10:54 AM,Slightly Felt,Marihatag,Surigao Del Sur
24 January 2023 - 10:29 AM,2.14,126.89,15.0,4.8,397 km S 24° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,10:29 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 10:13 AM,2.96,126.7,76.0,5.9,306 km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,10:13 AM,Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 09:30 AM,10.42,125.95,19.0,2.8,042 km N 81° E of Loreto (Dinagat Islands),24 January 2023,09:30 AM,Slightly Felt,Loreto,Dinagat Islands
24 January 2023 - 09:10 AM,2.22,126.67,36.0,5.3,380 km S 21° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,09:10 AM,Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 07:20 AM,14.03,120.61,3.0,1.9,005 km S 75° W of Lian (Batangas),24 January 2023,07:20 AM,Scarcely Perceptible,Lian,Batangas
24 January 2023 - 06:09 AM,12.78,124.48,15.0,3.5,017 km N 49° E of Biri (Northern Samar),24 January 2023,06:09 AM,Weak,Biri,Northern Samar
24 January 2023 - 06:01 AM,12.89,124.53,10.0,3.3,029 km N 38° E of Biri (Northern Samar),24 January 2023,06:01 AM,Weak,Biri,Northern Samar
24 January 2023 - 05:55 AM,2.23,127.87,1.0,4.4,445 km S 38° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,05:55 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 05:20 AM,16.23,121.79,1.0,1.9,017 km S 42° E of Maddela (Quirino),24 January 2023,05:20 AM,Scarcely Perceptible,Maddela,Quirino
24 January 2023 - 05:01 AM,13.25,121.86,33.0,1.6,008 km S 10° E of Gasan (Marinduque),24 January 2023,05:01 AM,Scarcely Perceptible,Gasan,Marinduque
24 January 2023 - 04:10 AM,10.4,125.96,20.0,3.2,044 km N 17° W of Burgos (Surigao Del Norte),24 January 2023,04:10 AM,Weak,Burgos,Surigao Del Norte
24 January 2023 - 03:42 AM,6.44,126.13,22.0,2.9,025 km S 16° E of Governor Generoso (Davao Oriental),24 January 2023,03:42 AM,Slightly Felt,Governor Generoso,Davao Oriental
24 January 2023 - 03:23 AM,13.7,120.59,89.0,1.4,016 km S 16° W of Calatagan (Batangas),24 January 2023,03:23 AM,Scarcely Perceptible,Calatagan,Batangas
24 January 2023 - 03:12 AM,17.47,120.72,10.0,2.5,007 km S 03° E of Bucay (Abra),24 January 2023,03:12 AM,Slightly Felt,Bucay,Abra
24 January 2023 - 03:03 AM,10.96,124.46,23.0,2.2,010 km N 55° W of Merida (Leyte),24 January 2023,03:03 AM,Slightly Felt,Merida,Leyte
24 January 2023 - 02:30 AM,10.42,125.95,15.0,3.4,041 km N 81° E of Loreto (Dinagat Islands),24 January 2023,02:30 AM,Weak,Loreto,Dinagat Islands
24 January 2023 - 02:18 AM,10.36,125.94,17.0,2.2,040 km N 15° W of Santa Monica (Surigao Del Norte),24 January 2023,02:18 AM,Slightly Felt,Santa Monica,Surigao Del Norte
24 January 2023 - 02:17 AM,2.55,126.74,34.0,5.4,349 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,02:17 AM,Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 01:51 AM,13.67,120.71,33.0,2.5,020 km S 26° E of Calatagan (Batangas),24 January 2023,01:51 AM,Slightly Felt,Calatagan,Batangas
24 January 2023 - 01:06 AM,2.27,126.62,32.0,4.9,372 km S 21° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),24 January 2023,01:06 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
24 January 2023 - 12:54 AM,6.44,125.89,6.0,1.6,031 km N 85° E of Malita (Davao Occidental),24 January 2023,12:54 AM,Scarcely Perceptible,Malita,Davao Occidental
24 January 2023 - 12:47 AM,6.87,126.62,97.0,2.8,028 km S 44° E of Tarragona (Davao Oriental),24 January 2023,12:47 AM,Slightly Felt,Tarragona,Davao Oriental
24 January 2023 - 12:40 AM,10.43,126.02,25.0,3.3,045 km N 02° W of Santa Monica (Surigao Del Norte),24 January 2023,12:40 AM,Weak,Santa Monica,Surigao Del Norte
24 January 2023 - 12:35 AM,16.88,119.86,13.0,2.6,055 km N 87° W of Luna (La Union),24 January 2023,12:35 AM,Slightly Felt,Luna,La Union
24 January 2023 - 12:08 AM,7.83,123.16,18.0,1.5,007 km N 80° W of Tigbao (Zamboanga Del Sur),24 January 2023,12:08 AM,Scarcely Perceptible,Tigbao,Zamboanga Del Sur
23 January 2023 - 11:38 PM,2.52,126.66,46.0,4.9,348 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),23 January 2023,11:38 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
23 January 2023 - 11:16 PM,13.32,120.1,21.0,2.9,041 km S 75° W of Paluan (Occidental Mindoro),23 January 2023,11:16 PM,Slightly Felt,Paluan,Occidental Mindoro
23 January 2023 - 11:12 PM,9.7,122.25,18.0,2.8,021 km S 68° W of City Of Sipalay (Negros Occidental),23 January 2023,11:12 PM,Slightly Felt,City Of Sipalay,Negros Occidental
23 January 2023 - 11:04 PM,17.53,120.69,17.0,2.6,003 km S 80° W of Bucay (Abra),23 January 2023,11:04 PM,Slightly Felt,Bucay,Abra
23 January 2023 - 10:25 PM,7.85,123.24,13.0,1.8,003 km N 30° E of Tigbao (Zamboanga Del Sur),23 January 2023,10:25 PM,Scarcely Perceptible,Tigbao,Zamboanga Del Sur
23 January 2023 - 10:22 PM,17.02,120.56,7.0,2.8,007 km N 51° E of Suyo (Ilocos Sur),23 January 2023,10:22 PM,Slightly Felt,Suyo,Ilocos Sur
23 January 2023 - 10:01 PM,2.95,126.84,112.0,4.5,315 km S 30° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),23 January 2023,10:01 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
23 January 2023 - 09:32 PM,11.25,121.78,1.0,3.0,036 km S 57° W of Culasi (Antique),23 January 2023,09:32 PM,Weak,Culasi,Antique
23 January 2023 - 08:20 PM,13.77,120.68,33.0,1.5,008 km S 38° E of Calatagan (Batangas),23 January 2023,08:20 PM,Scarcely Perceptible,Calatagan,Batangas
23 January 2023 - 06:29 PM,8.87,126.5,29.0,2.1,022 km S 77° E of Cagwait (Surigao Del Sur),23 January 2023,06:29 PM,Slightly Felt,Cagwait,Surigao Del Sur
23 January 2023 - 04:20 PM,5.95,126.1,143.0,3.6,050 km N 85° E of Jose Abad Santos (Davao Occidental),23 January 2023,04:20 PM,Weak,Jose Abad Santos,Davao Occidental
23 January 2023 - 02:39 PM,17.57,120.6,20.0,2.1,001 km N 69° E of Pidigan (Abra),23 January 2023,02:39 PM,Slightly Felt,Pidigan,Abra
23 January 2023 - 02:35 PM,13.29,122.17,5.0,1.7,010 km S 69° E of Torrijos (Marinduque),23 January 2023,02:35 PM,Scarcely Perceptible,Torrijos,Marinduque
23 January 2023 - 02:01 PM,9.28,126.09,30.0,2.4,006 km N 28° E of Lanuza (Surigao Del Sur),23 January 2023,02:01 PM,Slightly Felt,Lanuza,Surigao Del Sur
23 January 2023 - 11:00 AM,8.95,125.13,18.0,2.2,010 km S 33° W of Magsaysay (Misamis Oriental),23 January 2023,11:00 AM,Slightly Felt,Magsaysay,Misamis Oriental
23 January 2023 - 10:00 AM,17.27,121.49,28.0,1.8,013 km N 45° E of Paracelis (Mountain Province),23 January 2023,10:00 AM,Scarcely Perceptible,Paracelis,Mountain Province
23 January 2023 - 06:49 AM,6.63,126.92,102.0,4.8,070 km S 48° E of Tarragona (Davao Oriental),23 January 2023,06:49 AM,Moderately Strong,Tarragona,Davao Oriental
23 January 2023 - 06:45 AM,17.5,120.53,26.0,1.7,005 km S 16° E of San Quintin (Abra),23 January 2023,06:45 AM,Scarcely Perceptible,San Quintin,Abra
23 January 2023 - 06:45 AM,6.99,126.16,12.0,2.2,007 km N 59° W of City Of Mati (Davao Oriental),23 January 2023,06:45 AM,Slightly Felt,City Of Mati,Davao Oriental
23 January 2023 - 05:34 AM,17.46,120.37,32.0,2.5,008 km S 66° W of Santa (Ilocos Sur),23 January 2023,05:34 AM,Slightly Felt,Santa,Ilocos Sur
23 January 2023 - 04:53 AM,17.84,120.76,23.0,2.6,013 km S 51° E of Nueva Era (Ilocos Norte),23 January 2023,04:53 AM,Slightly Felt,Nueva Era,Ilocos Norte
23 January 2023 - 04:51 AM,16.21,120.59,17.0,2.2,009 km N 66° E of Sison (Pangasinan),23 January 2023,04:51 AM,Slightly Felt,Sison,Pangasinan
23 January 2023 - 04:26 AM,8.81,122.78,24.0,2.8,039 km S 45° W of Siaton (Negros Oriental),23 January 2023,04:26 AM,Slightly Felt,Siaton,Negros Oriental
23 January 2023 - 03:29 AM,12.27,122.41,16.0,2.0,021 km S 79° W of San Fernando (Romblon),23 January 2023,03:29 AM,Slightly Felt,San Fernando,Romblon
23 January 2023 - 03:28 AM,5.16,126.27,60.0,2.5,095 km S 69° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),23 January 2023,03:28 AM,Slightly Felt,Sarangani Island,Municipality Of Sarangani
23 January 2023 - 02:59 AM,17.96,120.1,27.0,2.5,039 km N 75° W of Sinait (Ilocos Sur),23 January 2023,02:59 AM,Slightly Felt,Sinait,Ilocos Sur
23 January 2023 - 02:21 AM,2.54,126.71,29.0,4.5,348 km S 24° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),23 January 2023,02:21 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
23 January 2023 - 02:03 AM,7.79,124.73,5.0,2.5,005 km N 85° E of Amai Manabilang (Lanao Del Sur),23 January 2023,02:03 AM,Slightly Felt,Amai Manabilang,Lanao Del Sur
23 January 2023 - 01:57 AM,2.02,126.83,9.0,4.8,406 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),23 January 2023,01:57 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
23 January 2023 - 01:47 AM,17.79,120.73,8.0,3.1,008 km N 18° E of Lagayan (Abra),23 January 2023,01:47 AM,Weak,Lagayan,Abra
23 January 2023 - 12:38 AM,9.53,125.89,29.0,2.2,013 km S 40° W of Socorro (Surigao Del Norte),23 January 2023,12:38 AM,Slightly Felt,Socorro,Surigao Del Norte
23 January 2023 - 12:32 AM,11.86,120.74,48.0,2.7,065 km S 33° W of San Jose (Occidental Mindoro),23 January 2023,12:32 AM,Slightly Felt,San Jose,Occidental Mindoro
22 January 2023 - 11:18 PM,16.96,120.9,1.0,2.1,005 km S 60° E of Bauko (Mountain Province),22 January 2023,11:18 PM,Slightly Felt,Bauko,Mountain Province
22 January 2023 - 10:07 PM,13.61,121.49,11.0,2.4,026 km S 23° E of San Juan (Batangas),22 January 2023,10:07 PM,Slightly Felt,San Juan,Batangas
22 January 2023 - 09:49 PM,7.49,122.05,1.0,2.4,015 km S 44° W of Sirawai (Zamboanga Del Norte),22 January 2023,09:49 PM,Slightly Felt,Sirawai,Zamboanga Del Norte
22 January 2023 - 09:48 PM,19.74,121.23,33.0,3.9,059 km N 26° W of Calayan (Cagayan),22 January 2023,09:48 PM,Weak,Calayan,Cagayan
22 January 2023 - 09:12 PM,20.14,121.22,27.0,3.3,072 km S 72° W of Sabtang (Batanes),22 January 2023,09:12 PM,Weak,Sabtang,Batanes
22 January 2023 - 08:07 PM,16.22,120.58,18.0,1.5,009 km N 53° E of Sison (Pangasinan),22 January 2023,08:07 PM,Scarcely Perceptible,Sison,Pangasinan
22 January 2023 - 06:27 PM,7.7,125.73,1.0,2.2,005 km S 06° E of San Isidro (Davao Del Norte),22 January 2023,06:27 PM,Slightly Felt,San Isidro,Davao Del Norte
22 January 2023 - 05:38 PM,6.37,126.68,23.0,2.4,074 km S 65° E of Governor Generoso (Davao Oriental),22 January 2023,05:38 PM,Slightly Felt,Governor Generoso,Davao Oriental
22 January 2023 - 04:55 PM,9.45,126.43,11.0,3.1,033 km N 54° E of Cortes (Surigao Del Sur),22 January 2023,04:55 PM,Weak,Cortes,Surigao Del Sur
22 January 2023 - 03:54 PM,15.59,121.93,11.0,2.6,043 km S 65° E of Baler (Aurora),22 January 2023,03:54 PM,Slightly Felt,Baler,Aurora
22 January 2023 - 02:42 PM,3.1,126.79,160.0,4.3,297 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),22 January 2023,02:42 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
22 January 2023 - 01:46 PM,16.8,120.75,34.0,2.0,003 km N 52° E of Bakun (Benguet),22 January 2023,01:46 PM,Slightly Felt,Bakun,Benguet
22 January 2023 - 01:32 PM,10.52,126.17,24.0,2.5,055 km S 63° E of Homonhon Island (Guiuan) (Eastern Samar),22 January 2023,01:32 PM,Slightly Felt,Homonhon Island,Guiuan
22 January 2023 - 12:51 PM,20.27,122.12,31.0,3.2,021 km S 69° E of Uyugan (Batanes),22 January 2023,12:51 PM,Weak,Uyugan,Batanes
22 January 2023 - 10:29 AM,2.76,126.57,1.0,4.1,320 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),22 January 2023,10:29 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
22 January 2023 - 09:19 AM,3.83,126.94,11.0,4.2,243 km S 44° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),22 January 2023,09:19 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
22 January 2023 - 09:18 AM,19.09,121.23,11.0,2.0,003 km S 52° E of Dalupiri Island (Calayan) (Cagayan),22 January 2023,09:18 AM,Slightly Felt,Dalupiri Island,Calayan
22 January 2023 - 07:50 AM,14.46,123.1,1.0,3.5,016 km S 82° E of Tinaga Island (Vinzons) (Camarines Norte),22 January 2023,07:50 AM,Weak,Tinaga Island,Vinzons
22 January 2023 - 07:21 AM,6.82,126.77,134.0,3.7,043 km S 54° E of Tarragona (Davao Oriental),22 January 2023,07:21 AM,Weak,Tarragona,Davao Oriental
22 January 2023 - 07:07 AM,6.63,126.37,50.0,2.7,033 km S 86° E of Governor Generoso (Davao Oriental),22 January 2023,07:07 AM,Slightly Felt,Governor Generoso,Davao Oriental
22 January 2023 - 05:56 AM,13.63,120.64,116.0,1.9,022 km S 03° E of Calatagan (Batangas),22 January 2023,05:56 AM,Scarcely Perceptible,Calatagan,Batangas
22 January 2023 - 05:13 AM,12.81,120.61,12.0,2.3,019 km S 79° W of Sablayan (Occidental Mindoro),22 January 2023,05:13 AM,Slightly Felt,Sablayan,Occidental Mindoro
22 January 2023 - 04:06 AM,2.95,126.67,31.0,5.2,304 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),22 January 2023,04:06 AM,Strong,Balut Island,Municipality Of Sarangani
22 January 2023 - 04:01 AM,14.77,118.92,14.0,3.2,128 km S 81° W of San Antonio (Zambales),22 January 2023,04:01 AM,Weak,San Antonio,Zambales
22 January 2023 - 03:02 AM,17.57,120.21,25.0,1.9,017 km S 84° W of Santa Catalina (Ilocos Sur),22 January 2023,03:02 AM,Scarcely Perceptible,Santa Catalina,Ilocos Sur
22 January 2023 - 02:43 AM,17.17,121.46,23.0,2.2,006 km S 76° E of Paracelis (Mountain Province),22 January 2023,02:43 AM,Slightly Felt,Paracelis,Mountain Province
22 January 2023 - 02:39 AM,13.06,121.07,6.0,2.3,026 km S 61° W of Victoria (Oriental Mindoro),22 January 2023,02:39 AM,Slightly Felt,Victoria,Oriental Mindoro
22 January 2023 - 02:38 AM,13.04,121.11,6.0,2.5,024 km S 52° W of Victoria (Oriental Mindoro),22 January 2023,02:38 AM,Slightly Felt,Victoria,Oriental Mindoro
22 January 2023 - 02:11 AM,14.22,123.04,1.0,2.3,013 km N 17° E of Mercedes (Camarines Norte),22 January 2023,02:11 AM,Slightly Felt,Mercedes,Camarines Norte
22 January 2023 - 01:43 AM,2.65,126.57,2.0,4.2,331 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),22 January 2023,01:43 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
22 January 2023 - 01:24 AM,2.9,126.87,15.0,3.9,321 km S 30° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),22 January 2023,01:24 AM,Weak,Balut Island,Municipality Of Sarangani
22 January 2023 - 01:00 AM,8.9,126.3,38.0,3.5,002 km S 08° W of Cagwait (Surigao Del Sur),22 January 2023,01:00 AM,Weak,Cagwait,Surigao Del Sur
22 January 2023 - 12:02 AM,8.91,125.64,1.0,3.0,011 km N 27° W of Sibagat (Agusan Del Sur),22 January 2023,12:02 AM,Weak,Sibagat,Agusan Del Sur
21 January 2023 - 11:02 PM,2.68,126.83,89.0,4.4,340 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),21 January 2023,11:02 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
21 January 2023 - 10:59 PM,5.91,126.06,53.0,4.2,051 km S 52° E of Don Marcelino (Davao Occidental),21 January 2023,10:59 PM,Moderately Strong,Don Marcelino,Davao Occidental
21 January 2023 - 09:58 PM,6.01,126.68,74.0,2.7,098 km S 43° E of Governor Generoso (Davao Oriental),21 January 2023,09:58 PM,Slightly Felt,Governor Generoso,Davao Oriental
21 January 2023 - 09:16 PM,13.63,120.67,87.0,1.4,022 km S 11° E of Calatagan (Batangas),21 January 2023,09:16 PM,Scarcely Perceptible,Calatagan,Batangas
21 January 2023 - 08:44 PM,4.03,128.86,6.0,4.2,409 km S 67° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),21 January 2023,08:44 PM,Moderately Strong,Sarangani Island,Municipality Of Sarangani
21 January 2023 - 08:09 PM,7.01,124.99,9.0,2.7,011 km N 87° W of City Of Kidapawan (Cotabato),21 January 2023,08:09 PM,Slightly Felt,City Of Kidapawan,Cotabato
21 January 2023 - 07:58 PM,13.69,120.64,106.0,1.8,016 km S 02° E of Calatagan (Batangas),21 January 2023,07:58 PM,Scarcely Perceptible,Calatagan,Batangas
21 January 2023 - 07:57 PM,9.39,126.17,22.0,4.5,013 km N 10° W of Cortes (Surigao Del Sur),21 January 2023,07:57 PM,Moderately Strong,Cortes,Surigao Del Sur
21 January 2023 - 07:49 PM,2.35,126.89,1.0,4.0,375 km S 26° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),21 January 2023,07:49 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
21 January 2023 - 06:11 PM,9.69,126.14,18.0,2.3,011 km S 08° W of General Luna (Surigao Del Norte),21 January 2023,06:11 PM,Slightly Felt,General Luna,Surigao Del Norte
21 January 2023 - 05:24 PM,2.15,126.94,7.0,3.9,399 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),21 January 2023,05:24 PM,Weak,Balut Island,Municipality Of Sarangani
21 January 2023 - 04:29 PM,18.75,121.07,22.0,2.4,016 km N 05° W of Claveria (Cagayan),21 January 2023,04:29 PM,Slightly Felt,Claveria,Cagayan
21 January 2023 - 03:49 PM,12.8,124.93,15.0,3.6,027 km N 19° W of Laoang (Northern Samar),21 January 2023,03:49 PM,Weak,Laoang,Northern Samar
21 January 2023 - 03:30 PM,16.56,120.82,5.0,1.8,007 km N 08° W of Bokod (Benguet),21 January 2023,03:30 PM,Scarcely Perceptible,Bokod,Benguet
